,class,tweet
22562,2,Well good morning early birds.. t minus 47 mins until thee clock out. Then breakfast shower rub one and sleep!
22563,1,Well guess I know a bunch of hoes then. GONE BRING YA #BaldPussy #HoeAss 2 ELEMENTS TONIGHT THO; 
22564,1,Well i feel like a bitch.. ;
22565,1,Well isnt that a bitch 2 wildcards are going to the #WorldSeries
22566,1,"Well now that I'm basically gone full retard, lets get blasted"
22567,1,Well thank goodness I got other musicians that aren't bitches.. like for example.
22568,1,Well they do now haha I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol 
22569,1,Well your a little cunt !
22570,1,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' "
22571,1,"Well,is he gonna take da bitch or naw?"
22572,1,Welp imma hoe again :/ She a hoe if she likes chocolate.
22573,1,Welp! ; Me: Baby I cooked Bae: What's for dinner? Me: That bitch you been texting 
22574,1,Wen yu see uh bad bitch n wanna holla say Ayyy
22575,2,Went to an open house today &amp; the place was trash. Ewww
22576,1,Went ya bitch house now she not a virgin anymore
22577,1,Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
22578,2,Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical 
22579,1,Westside nicca!
22580,1,Wet bitches 
22581,1,"What America teaches people: if you bitch about something enough, you'll get what you want."
22582,1,What I hate about edm festivals is the people who bitch about the line up. #STFU
22583,1,What I look like ho? I look like YES and you look like NO! 
22584,1,What a Dirty Girl! Haha ;;;; #cat #pussy #pets 
22585,1,What a bitch.. #pshh
22586,1,What a dumb bitch
22587,0,What a fag
22588,0,What a fucking faggot
22589,1,What a fucking retard
22590,1,What a hoe lol
22591,1,"What a pussy so you can sub-tweet about me, then unfollow, but can't even reply and try to understand my point? Yeah and I'm the idiot."
22592,1,What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. 
22593,2,What a trash franchise. Fergie will sing the National Anthem at the Clippers season opener tomorrow.
22594,0,What a wetback looks like when he gets caught crossing the border. 
22595,1,What a wifey would understand a hoe could never comprehend
22596,2,"What an amazing, proud day it was today for and #blockheads! Time for bed! Good knight!"
22597,2,What barrel of trash doesn't smell as bad? Imagine Dragons or Nickelback?
22598,0,What be the peckin order? 1 white Christian 2 colored 3 Porto Ricans 4 Arab 5 Jews I donts know. I be axin
22599,1,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? ;;;;;
22600,2,"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells."
22601,2,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
22602,2,What if I talked ghetto lol I'd be so annoyed of my self
22603,1,What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass
22604,1,What is Twitter even for? Lmao This hoe wack af
22605,2,What is this the are doing today? Using those wooden things and making it all the way around the bases? Weird.
22606,1,What is up my twitta niccas!
22607,1,What jealous hoe made this? 
22608,1,What kind of bitch ass throw was that Alex. Fuck.
22609,1,What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches
22610,1,What kind of sorcery is this.... Nope Eat this pussy while im on my cycle &amp; call it Cherry Pie
22611,1,What mad cunt created masturbating? That dude needs a high 5...
22612,1,What made this niggah say that out his mouth
22613,1,What makes you lose your temper? ; dumb ass bitches who talk shit but won't walk a mil in you own shoes 
22614,2,What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:
22615,1,What now bitch I've got you're girlfriend 
22616,0,"What ppl expect, august aslina is a nig from New Orleans"
22617,1,What restaurant drugs tests hahahaha that's fuckin trash
22618,1,What state got the best pussy? ;
22619,1,What that bitch Tryna say
22620,1,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?
22621,1,What the fuck kind of redneck commercial was that???? #indycar
22622,1,What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.
22623,2,What the monkey... 
22624,1,What these bitches want from a nicca .. ;;
22625,0,"What these bitches want from a nigga?, like on some DMX shit"
22626,1,"What they taught us, man them bad bitches only want the ballers, the starters.. We hoopin now the hoes wanna guard us.."
22627,1,What time jamboree start Thursday. So I ca smile for the ugly hoes. ;;
22628,1,What u don't do another hoe will
22629,1,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back
22630,1,What up twats? I mean twits... ;
22631,1,What was that knob to get shit back in focus when it started getting fuzzy?
22632,1,What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao 
22633,1,What you doing bitch suck it don't bite it
22634,1,What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies
22635,1,What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's
22636,1,What you saying hoe?
22637,1,What's a Queen without a King? ...A lonely ass bitch!
22638,2,What's a trash party ?
22639,1,What's really funny bout this pic is I'm sure they believe them hoes is bad ;;;; 
22640,1,What's retarded is that I actually love my job and have a really weird passion for it.
22641,0,What's so good about Prom? All I see is another faggot ass High School dance.
22642,1,What's that makeup called on your cheeks? I call it bitch spots lmao
22643,1,What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP! Don't flatter yourself. *stupid ass bitches!
22644,1,What's this bitch look like y'all ; add me on your stupid chapsnat::::pearlblueyes 
22645,1,What's this bitch retarded? GIVE ME BACK MY 16 DOLLARS ; Every time I meet somebody I assume I'll never meet them again;
22646,0,What's up faggots bet y'all thought you'd seen the last of me
22647,1,What's up with all these bitches in bed clothes...? Walking the streets like that shit is cute.
22648,0,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
22649,1,What's worse than jury duty is the confirmation you get while serving that the general public is retarded.
22650,1,Whatever I'm going to concert today!..I cant be a little bitch right now
22651,1,"Whatever happens, I won't let racism become a big trend again. I refuse. Over my fuckin dead body bitches, I'm mixed I can't be racist"
22652,1,Whats wrong w/ this marie hibben bitch..
22653,1,Whats wrong with this bitch
22654,1,When got your ex bitch &amp; the one you tryna move on w/ it's time to call &amp; give it a up
22655,2,When Charlie tries to walk into my room and it can't remember if I locked the door or not 
22656,1,"When Chief Keef said ""I aint done turning up bitch!"" "
22657,1,When I be seein y;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
22658,1,"When I be that pussy, I be calling you my Bitch."
22659,1,"When I call bitch, you come."
22660,1,When I die Throw a couple bad bitches in my casket
22661,1,When I see a fine bitch I don't get excited
22662,1,When I step off in da club niggas give me daps and hugs hoes swinging dey eye ik one thing right they wanna fuck
22663,1,When I wanna nut an she wanna nut at the same time I'm Peyton Manning this bitch audible OMHA
22664,1,When I was 16 &amp; me my homies used to go to the mall to pull hoes. I'd be at home later that night like.... 
22665,1,When I was in 6th grade it was a lil bitch at my school in 5th and she was pregnant like wtf I barely new what pussy looked like that young
22666,1,When I was in HS we had a dance team and then we had the steppers them hoes was ghetto as shit but they kept the pep rally hyped
22667,1,When I'm a relationship I'm erasing twitter cuz it's to many bitches that are accessible. I gotta the hormones of a 13 year old home alone
22668,1,When Jake was mad happy and hugged muscle faced Renee Russo at the end of 1 I was like yeah them bitches bout to win it all!!!
22669,1,"When Lil Wayne said ""why give a bitch your heart when she'd rather have a purse"" "
22670,2,When Robinson Cano left the Yankees they were selling his jersey for $25. When Aaron Hernandez went to jail they sold his for $10.
22671,1,When Stoni isn't doing his faggot gook speak he's actually funny
22672,1,When a bitch I don't like laugh at my joke 
22673,1,When a bitch all in ya mans face in public 
22674,1,When a chicks head is weak I just close my eyes and imagine me giving a bad bitch like Zoe Saldana back shots so I can get my nut off
22675,1,When a fat bitch want you and a skinny bitch can't cook nothin for you ;;; these hoes ain't hungry ;;
22676,1,When a girl asks me if I eat pussy... At first I don't even cause that's just a stupid question in itself
22677,1,"When a girl tried to argue with me whilst I was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"
22678,1,When a hoe go back to her roots
22679,1,When a hoe tryna get at you while ya girl is looking 
22680,1,When a niggah think he gon come in-between me and my bestf ;;;; I'll fuck you and her up ;;
22681,0,When a pussy nigga socks you and doesn't knock you out.
22682,1,When a real niggah want you
22683,1,When a super bad bitch walk past u and u can't help but stare 
22684,2,"When all else fails, blast bare nips"
22685,1,When bae dodges hoes cause he only want you ;; ;; 
22686,1,When bae say she goin to the club with her girls I be outside that bitch at 2am like... 
22687,1,When bitches I work with are on there period ...
22688,1,When bitches in the library start acting up 
22689,1,"When bitches know they feeling stupid, they keep there sentences short."
22690,1,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D"
22691,1,When bitches you don't like talk to you at work. #workproblems #workflow #byebitch 
22692,2,When did Miley turn ghetto?
22693,1,"When did gum get so soft, you sons of bitches."
22694,2,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.
22695,1,When ever you dog hoes really bad you end up w/ a girlfriend ...
22696,1,When ex girl friends get fat. That's god saying hey man.. You're welcome lmfao ;; big ole bitch
22697,1,"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
22698,1,When guys are more sentimental than most girls like man up pussy ;;;
22699,1,When guys throw stupid bitch fits its like whyyyyy? Grow some balls please. I have bigger balls than you.
22700,1,When her pussy doesn't taste like pineapples 
22701,1,When her pussy stank When yo girl says she;s gonna let you hit tonight 
22702,1,When hoes be sayin they sexually frustrated or need some dick 
22703,1,When hoes think I got sucker nigga written across my forehead...
22704,1,When i bitch fuck my hologram doe
22705,1,When i die bitch fuck my hologram doe* there taylor
22706,1,When i die throw a couple bad bitches in my casket
22707,1,When i die throw a couple bad bitches in my casket..
22708,1,When i see a SUPER bad bitch and she happen to be from my city i just feel the need to shoot my shot.
22709,1,When it come to bitches.... niggas will get dirty
22710,0,"When it rains it's good ""go to the mall weather"" all the coons be at home"
22711,1,When it start raining bitches always wana get fucked bitch take a nap
22712,1,When it start thundering bitches be like I wana cuddle naw bitch you just wana excuse to suck a dick you and MiMi sit tf down in a corner
22713,1,When its hot i wear whatever lol shit if could come out this bitch in briefs i would
22714,1,When jake from State Farm keep calling yo bitch but yall got progressive 
22715,1,When lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!
22716,1,When mfs tell you who you talk to and it ain't true..like no bitch!
22717,1,"When my friends are roastin my other friends and idk who to roast I'm just like wait ""who are your true nigs"";always da clan;;;"
22718,1,When my right hand get out niggas gon remember why we tru loyal pussy
22719,1,When my teacher says basic algebra I think of basic bitches;;
22720,1,"When nigga/bitch lose in a fight they favorite line is ""he/she only "" ;"
22721,1,When niggas gimme their mixtape and it's trash #YEET #Fatality 
22722,1,When niggas say they like Latinas they don't mean you fat bitches that smell like fajitas
22723,1,"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
22724,1,When people igg my text they get aired out in my head all types of bitches an dickheads ;
22725,2,When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 
22726,2,"When people really think I'm Asian I get offended, Even though I make fun of my gook self"
22727,1,"When people tailgate, then pass you up, and look lol I just wave like hi bitch yeah I see you do I care fuck no pass me up"
22728,1,When ratchet bitches find out the club ain't 10$ to get in 
22729,1,When see u an oldhead rocking a Bruce Lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
22730,1,When she wit me got yo bitch open
22731,1,When she's a straight up hoe but doesn't suck dick.
22732,1,"When somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
22733,1,When that dyke almost came for me when i didn't send for her &lt;&lt;&lt;&lt;
22734,1,When the baddest bitch in school walk by 
22735,1,"When the bitch playes with your emotions, an won't let you date. That's the moment where i wanna kick her straight in the vagina."
22736,1,"When the day goes bad just tell yourself ""were the pussy at!"" ;"
22737,1,When the ghost picks u up after u dive in the pussy 
22738,1,When the pussy stank ;;;;; 
22739,1,When the teachers aid trys acting like she's the teacher... bitch please
22740,1,"When they bitch about ""carbon emissions"" tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere..."
22741,1,When things don't go my way I'm a total bitch.;
22742,2,When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. ;
22743,1,"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
22744,1,"When u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow"
22745,1,When was a hoe ever supposed to be loyal. I mean it wouldnt make em a hoe they'd be another housewife
22746,2,When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe
22747,1,When women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. It's not cute
22748,1,When you ain't had pussy in a hot minute... 
22749,1,When you catch yo bitch sending nudes to another nigga...
22750,2,When you colored every day is Sunday
22751,1,"When you give somebody that ""bitch"" look"
22752,1,When you gotta boomin ass voice all you have to do is look at bitches and scream NOW. Den ya in da pussy
22753,1,"When you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. Don't let them stop your shine"
22754,1,When you hear ya homie with no hoes lying 
22755,1,When you know for a fact you got a woman who loves you other bitches don't even matter.
22756,1,"When you realize how curiosity is a bitch. An should of let the unknown stay, unknown. #CuriosityKilledMe"
22757,1,When you see about to fight a bitch .... 
22758,1,When you see a fat bitch wearing leggings and a belly shirt 
22759,1,When you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? 
22760,1,When you tell a dark skin bitch to send you some sexy shit 
22761,1,When you told ya Homie she was a hoe but he still wifed it ; Caption this 
22762,1,When you're grinding with a bitch and she's knocking you over with the booty 
22763,1,When your nigga passes you a hoe 
22764,1,When your side bitch won't leave 
22765,1,Whenever I came to school fresh I took hella bathroom breaks just so the hoes could check me out ;
22766,2,"Whenever I see a pic captioned ""Soft ghetto"" I log off for 25 minutes"
22767,1,Whenever you need your hoe protected on social media or anywhere in the world? Please contact and he'll fight for that hoe.
22768,1,"Where Is VRSL, that nigger owes me 10 bucks"
22769,1,Where a prego bitch when I need one I have no milk an a whole box of cinnamon toast crunch man
22770,1,Where all the 2nd string bitches at?
22771,1,Where are all those whiny bitches when Kris left? How come Lulu ain't gettin shit?
22772,1,Where is ... I miss that bitch.
22773,1,Where my bitches at Mann
22774,1,Where tf this bitch in the pink from? ; this hoe pointless
22775,1,"Where the bad bitches at? And by ""Bad Bitches"", I mean ""tacos""."
22776,1,Where the bad bitches? Huh? Where ya hiding? *Kanye voice*
22777,1,Where the fair and reasonable women at? Not these self righteous I deserve the world without working for it Cuz I got a pussy bitches.
22778,1,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
22779,1,Where the hoes at ? We looking for the hoes AYEEE
22780,1,Where the hoes at...
22781,1,Where this brolic bitch at ? Lol 
22782,1,Where this hoe Benga at
22783,2,Where would me life be without God and I'd probably be living In a trash can haha!;
22784,1,Where ya titties lil bitch?
22785,1,Where's all my bitches....where did they goooo?
22786,1,"Where's my money, bitch?"
22787,2,Where's the part where Fat Amy goes err wop wobn wefo? #thingspeoplesay 
22788,1,Where's the pic of her standing again ; This bitch looks like Voltorb 
22789,1,Where's this bitches parents tho. Go home you thot.
22790,2,Which expendable player can we put in with the sole objective of breaking Beverley's jaw?
22791,1,Which mean you hoes too STUPID ion want it around me #youhavejustbeenBLOCKED ;
22792,1,"Which one .. Corey or Cory.. Or both ;;; ""He's half retarded"";"
22793,1,Which one of you hoes then downloaded that JailMail app....
22794,2,"Whipped cream ;,; #endlesslove"
22795,2,Whipped 
22796,2,Whipped out some french in front of some babes at the post office. #winning
22797,1,White bitches be lovin da colored men
22798,0,White bus drivers are all white trash. #LosAngeles
22799,2,"White kids, black kids, yellow kids hell even purple kids, if you carry yourselves like Daniel #Geale you will go far. #GealeMundine2"
22800,1,White people always gave yellow ass teeth
22801,1,White trash bash ;; 
22802,0,White trash have taken over every charity organization in the US.
22803,0,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
22804,1,Who da fuck is yo? Idk nigguh
22805,1,Who doesn't want a bad bitch?
22806,1,Who ever did the beat on that Wayne by Chief that bitch a banger #FreeWop #FreeSlick
22807,1,Who fukn wit for real for real .. Dat nicca be riding!!
22808,2,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson was the First President of the United States! George... "
22809,1,"Who is that pink hat guy, Cody? Caleb? Either way he is a over emotional bitch. #BB16"
22810,2,Who needs an alarm when you have the worlds most annoying bird outside your window?!??
22811,2,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
22812,1,Who shot John lookin ass hoe
22813,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
22814,1,Who tf make an account of another bitch... Like you wanna be anotha bitch dat bad.. Lmfaooo fat ass hoes
22815,1,Who the fuck is this bitch with this cheap ass clown nose on my screen? Your tired ass commercial. I would never book u for a party
22816,1,Who the fuck made this cunt the authority on men?
22817,1,"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
22818,1,Who the fuck still plays flappy bird? ; ; Flappy bird feels like 
22819,1,Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
22820,1,Who the hell taught you how to fuck bitch toot it up
22821,1,Who told this midget hoe to start stripping
22822,2,Who wanna play pin da tail on da colored man's butt?
22823,1,Who watches wrestling besides little kids and white trash?
22824,2,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
22825,2,Who'd have thought my redneck husband would claim the hipster glasses? 
22826,1,Who's a thottie? Yous a thottie! Who's a thottie? Yous a thottie! Yes YOU BITCH! Womp womp. ;;; Lord save these parched hoes
22827,1,Who's baby is dat who's da man dat did dat 2 u Gator's bitches best be using jimmys
22828,1,Who's got the baddest pussy on the planet
22829,1,Who's ready for nigger spam?
22830,1,"Whoever came up with that "" I don't have no ex's "" sayin must've been a hoe"
22831,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
22832,1,Whoever jumps in on a 1on1 is a bitch.
22833,2,Whoever made these brownies and cookies belongs in heaven
22834,2,Whoever mocks the poor insults his Maker; he who is glad at calamity will not go unpunished. 
22835,1,Whole time your bitch on the phone moaning in me and my bitch ear though..
22836,2,"Whoo? A new attraction in Virginia City, birds of prey. Meet this owl famous for his role in Harry Potter. "
22837,2,Whoooooaaa no chill savage ; Here monkey monkey 
22838,2,Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
22839,1,Whops yardie. Go smoke a blunt and tell a nigga to come through. You are stressed
22840,1,Whos pussy is it she said richie's
22841,1,Why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.
22842,2,Why Jon hates birds. 
22843,2,Why McDonald's breakfast good but the lunch trash
22844,1,Why all the bitches fake gay now?
22845,1,Why am I being such a bitch today? #lol
22846,1,Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe
22847,1,"Why are nudes called nudes? I would rather be like "" hey girl send me the tits and ass hoe """
22848,2,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.
22849,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
22850,1,Why are there so many hoes?
22851,1,Why are you the only thick character in the game? Why I gotta play a skinny bitch? 
22852,1,"Why beg for nudes when you could fuck that bitch and make a video. Staring yourself and you get some booty, win win."
22853,1,Why bitches act like I CAN'T READ or like words don't have a meaning.
22854,1,Why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
22855,1,"Why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?"
22856,1,Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen
22857,2,Why can't I have colored eyes like my siblings ;;
22858,1,Why can't there be bomb single bitches available on tap?
22859,1,Why can't you be humble like your moms and not hoes
22860,1,Why did you release my nudes you cunt...? 
22861,1,Why do I have the worst BM in the world smh this bitch the devil !
22862,1,Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless
22863,1,Why do bitches come to school wearing stripper heels to school ;; makes no sense!! ;;
22864,1,Why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
22865,2,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
22866,1,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real."
22867,1,"Why do people use the eggplant Emoji in reference to a dick? If your dick is purple with a green top, see a doctor bruh."
22868,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
22869,1,Why do some girls feel the need to be bitches for no reason at all
22870,1,"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck"
22871,1,Why do the#teabaggers like this bald asshole complain about how long a bill is? Should we just draw you morons pictures. #morningjoe
22872,2,Why do visiting teams WHINE about right field as if it is longer for their batters. #Yankees #YankeeStadium
22873,1,Why do yall bitches act so childish
22874,1,Why does like Serena Williams? She looks like a tranny
22875,2,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
22876,1,Why does this bitch on the olympics have a giant band aid on that looks like MIA designed it for american apparel?
22877,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
22878,1,"Why don't you text your own mom, dumb bitch."
22879,1,Why everybody so hype to see these famous people naked y'all hoes just alike they just got money ;
22880,1,Why everybody talking about Rihanna nudes like she super cold naked? Just cuz she famous huh? That hoe built like a bubble gum swirl!!
22881,1,Why give a bitch an inch when she rather have 9 ;
22882,1,Why give a bitch ur heart when she'd rather have a purse. Why give a bitch an inch when she'd rather have 9. These hoes aint loyal #lilwayne
22883,1,Why he try say alexi stole Jo bitch lmao
22884,1,"Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance"
22885,1,Why is such a bitch? I mean who gets mild salsa? His father should be ashamed...
22886,1,Why is Baltimore so damn ghetto ;
22887,2,Why is all these artist and new ones making so much trash?
22888,1,Why is it always the fat bitches talking shit?
22889,1,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
22890,2,Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging
22891,1,Why is my phone being a fucking bitch
22892,1,Why is that most of the niggas/bitches I use to fw like to sub me ? ;;
22893,1,Why is this bitch throwing condoms? Lmao
22894,1,Why isn't Rogers in the game? What a pussy! No heart. Not tough. Where's the out cry? Oh he's really hurt? No excuse. Cutler's tougher...
22895,1,Why niccas be hating tho lol .. Let me live homie
22896,2,"Why no boycott of racist ""redskins""? #Redskins #ChangeTheName #ChangeTheMascot"
22897,1,Why tf are girls still virgins ????????? We only got 2 months to live bitch you better throw that ass back
22898,1,Why the fuck am I getting notifications about two cunts getting married on facebook? I dini gie a fuck #getlost
22899,1,Why the fuck are the throwing batting practice tonight? Holy shit...
22900,1,Why the fuck is this bitch calling me for
22901,1,"Why the most Ratchet bitches be talkin shit? Y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick."
22902,1,Why the wifey type girls single and the hoes being cuffed though?
22903,1,Why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
22904,1,Why these hoes always tryna be Bitches? Don't they know that hoes can't be bitches.. cause they hoes! 
22905,1,Why these thirsty bitches trying to hit me up slide out of my kik lmfaoo ;
22906,1,Why was Jorge Zimmerman arrested? Do prosecutors have a witness that saw Zimmy attack TrayTray? Are they afraid of the hoodie pussies?
22907,2,Why won't we run the ball? Our offensive coordinator is retarded
22908,1,Why would I be mad at a bitch who couldn't pass the 10th grade ; I'll wait
22909,1,Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler
22910,1,Why would you date an ugly girl who is also a huge bitch?
22911,2,Why would you think Common is trash? Tf
22912,1,Why yall bitches be havin stretch marks on yall upper ass ;;;
22913,1,"Why yes, functioning tho Are you retarded?"
22914,1,"Why you Worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
22915,1,Why you fuckin wit a niggah if you aint fuckin wit a real niggah
22916,1,Why you gotta be such a hoe smh I ain't captain save a hoe !!
22917,1,Why you let these hoes tear what we had apart you shud be beware beware
22918,1,Why you let these hoes tear what we had right apart
22919,1,Why you shouldn't eat pussy unless you love her 
22920,1,Why you stressin bout a bitch .
22921,1,Why you talking to hoes about bro nem?! ;
22922,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
22923,1,Why you worried bout that other hoe? Cuz that other hoe aint worried bout another hoe
22924,2,Wicked Oreo
22925,1,Wifey had the hoes back then ;;
22926,2,Will Hillary ;dodo-bird; Be Dems 2016 Candidate To Take Over Obama's Job As US Prez? DoG via 
22927,2,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
22928,1,Will entertaining the hoes smh
22929,1,Will you sell that pussy for me ?
22930,1,"Will;s tweets scream ;Look at me, I;m a pansy ass bitch; like 5 of the 7 days in a week."
22931,1,Wilson a hoe he said that shit 2 years ago
22932,1,Winking emoji? I'm about to fuck her right in the pussy
22933,1,Winn Dixie is for real niggaz publix is for pussies
22934,1,Winter time walking is no hoe !!! ctfu
22935,1,Winter weather gon have a niggah in his feelings ;;;;; .
22936,1,Wintertime .. Bout to turn the grind back on .. Don't spent enough money wit u niccas
22937,1,Wish would stop being lazy and be a little rebellious. Come to Indy bitch titz. misses you
22938,0,Wish I coulda said more to tonight. Good seeing you fag. ;
22939,1,Wish I got hoes like James Bond
22940,1,Wish I would let you dig in my pockets ... God bless you w/ breath in your body... Lazy ass bitch get up &amp; start grinding
22941,1,Wish i had a bad bitch tonight where they at?
22942,1,Wish they'd teach Tracee. all chihuahuas do that squinty eye shit. I think it's hilarious.
22943,1,With a pussy mullet
22944,2,With birds ill share this lonely view
22945,1,With my best bitches 
22946,1,With my partner in crime riri22barbie yesss ; bitch stole my look! Hah #vegasqueens #ladykimora ;; 
22947,1,"With no babymama drama , side hoes all that ...just fa me n only me !"
22948,2,With the birds i share this lonely view..
22949,1,With the bitches &amp; ;; ;; --- 
22950,1,With yo twatching ass bitch!!
22951,2,"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge."
22952,1,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
22953,1,Wiz khalifa was the most influential rapper in my era. We seem to forget all the trends this nigguh started
22954,1,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that 
22955,1,"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"
22956,1,Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD
22957,1,Wizard turned into a hoe after a break up
22958,1,Woke up cold thenna bitch n stomach on Flat fr ;;; 
22959,1,Woke up dis morning pockets filled with Xtra pros might slide thru double O tonight n bless the hoes! -- #Peezy
22960,1,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
22961,1,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" ;"
22962,1,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
22963,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
22964,1,Women can't do something called live life.Apparently that's being a hoe.
22965,1,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
22966,1,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
22967,1,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
22968,0,Women who are feminist are the ugly bitches who cant find a man for themselves
22969,2,"Won't catch me sneak dissing, thats fo the birds."
22970,1,Won't step dad me hoe. Lol
22971,2,Woot! #Yankees completed their sixth series sweep of the season and fourth at home.
22972,1,"Word And pussy And snacks Ladies, keep beer (cont) "
